crop,region,soil_type,rainfall_mm,temperature_c,humidity_pct,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,ph,area_hectares,yield_tonnes_per_hectare
Wheat,East,Black,1053.8899331793907,28.624988626632735,51.94149308308825,103.79860791140861,29.310072247538894,34.36102952165626,6.493414209521633,3.723975327952457,4.58
Rice,Central,Black,464.422459622833,28.572043975935532,54.76882559910921,113.77863768807848,64.89307369281411,0.0,5.741841619577224,4.507746395007899,4.84
Sugarcane,North,Red,1574.6657117456953,34.230673185950366,76.95305118438209,128.29828486054885,38.96125282163922,46.50167917111187,6.378610564136399,1.1628526651205038,108.38
Sugarcane,Central,Alluvial,731.364403297586,28.71424196039998,57.96974737346026,54.906855053920665,24.22845047691314,23.359885017915186,6.8372064192618645,3.8053461109592606,57.02
Sugarcane,West,Red,619.1202065929626,30.19054782751153,42.86887049643063,112.51952018571637,5.414414707134007,46.6759148684159,6.60381340754642,0.6543348934193401,86.87
Cotton,Central,Alluvial,808.1683657985475,26.946263316574836,52.59623966088732,84.77244693219328,21.577818507563943,46.09980060155352,6.0701943601991974,4.412934612336639,2.9
Rice,South,Sandy,1759.374169978935,24.694724930026197,79.85448683978005,89.39475023931115,39.04909265563704,63.07843143470332,6.226497408063046,2.0210177536806215,4.06
Cotton,Central,Laterite,623.8859237259587,25.59882534874749,68.73550079816798,110.36021717579284,4.355276616577726,38.51187256913621,8.303641168138942,0.43226686277928117,2.03
Cotton,East,Sandy,1053.4730553050883,37.25384409644258,41.566420883720305,78.7526222931364,28.111889715047546,47.440010974010384,7.206268204678898,3.088677850680146,2.28
Rice,West,Red,663.0513020976542,21.56640718722628,55.865949427313154,75.43694999453734,32.018193631800784,42.00608406026252,6.314485967858916,4.899673650098335,4.25
Rice,South,Red,714.4875285505159,28.571557977066448,92.34086365692126,62.66169646678542,28.897093214471532,53.18161225175382,6.642658626396859,1.6899400720746314,4.39
Rice,Central,Alluvial,520.1732292611348,19.42305571103015,63.95767815745389,50.83428325178474,31.23242047936421,0.0,6.861205097290254,2.857342959080131,4.27
Rice,West,Red,1094.550461139526,23.94741724852537,61.34903058681883,64.18947427426633,33.01932234065252,29.842358244569436,5.890463214511892,3.167514911178571,4.29
Sugarcane,West,Black,951.6340446253549,30.869130429829507,65.12313404609304,84.27749843241263,28.222973278144323,36.297010564364896,6.50172658821069,3.0967268647195336,84.16
Maize,South,Red,660.5901269280132,17.950190345648245,68.07696546327912,78.74270610194154,62.049033037307794,40.70124082719663,5.641316255195339,1.2118168453851348,3.21
Maize,Central,Alluvial,1261.9610403875324,31.523696439871582,59.13775800027872,70.48455721014726,30.748854754836344,21.79063617339854,5.705031453325109,2.6937059110604356,3.5
Rice,West,Alluvial,1293.6162145623239,37.23771804719633,85.10808767818375,71.25605819229841,0.5776978693405823,44.44558548145774,7.200350439514726,1.5904951090686055,4.47
Maize,West,Black,1122.1655824542313,28.825802584092557,57.935540486581345,106.28359338154377,15.456011461380243,53.23375721854187,7.304465646156728,1.071123737418582,3.98
Maize,North,Alluvial,1351.2009817522417,33.3095704727151,79.9065015018619,84.39085861838294,49.02884497169974,29.609459556667623,7.42268454026515,0.36259445483057695,3.34
Rice,West,Laterite,895.2969202105888,28.24019039428935,92.33667204256098,55.1654716853931,46.75660857046719,25.417827552039775,6.4427553022843576,4.794630016823225,4.14
Maize,North,Sandy,1096.7124089753427,30.55544427103929,70.66584844903838,81.4475200979122,32.123030571663655,45.93164321330578,6.105309558272026,1.071983784749036,3.64
Cotton,Central,Red,896.4551028135876,29.268831299919952,49.285362707650535,95.40240771552266,18.830253134277953,42.388748798049015,6.508504179076142,0.5477306198409939,2.33
Wheat,Central,Laterite,547.8000646186955,24.44972096168207,67.82363024420776,103.9111126018501,50.672141324763984,43.50243989383137,5.0675968014345205,0.5549242978589541,3.36
Wheat,Central,Red,1065.7739202494074,24.001586912036007,56.54351274720036,94.10349064964824,16.19345381975184,18.21630073622267,7.6103086738378565,0.5543766837908789,3.41
Rice,East,Laterite,1047.6033719123375,32.907285287422404,78.4711874115744,101.21333649994743,45.6043993418538,81.0413374470466,4.5,0.1,5.21
Sugarcane,Central,Red,990.941707617383,26.7889307098801,68.10870922647382,92.6514883757931,33.56301396192154,2.977154847422888,7.278451901708636,1.153286901682125,56.48
Rice,West,Black,1112.162617073032,26.291139327529322,63.21419341219667,29.827987428195428,47.49438858065058,52.98460184517819,5.708430768490215,4.427090645568738,5.07
Sugarcane,South,Alluvial,1423.570730112958,26.187564912142058,49.87455617377367,75.99293713994258,32.40215404579369,29.237117882965485,6.49352510363895,0.1,92.6
Wheat,North,Alluvial,938.6740055257977,28.53203384919749,37.085901927725004,77.74353879459058,61.90405765702034,85.32677015962574,5.819102670358894,6.274475408658751,4.88
Rice,East,Black,712.8493692276322,21.072397435706044,52.82688765324435,130.98408387365149,12.326628402120605,46.58904345600364,5.831310328256965,0.39476405910003626,4.75
Soybean,Central,Laterite,925.6746971625982,26.08928204217184,74.76569562959193,98.9844287948215,48.62954270964498,56.00255892141911,4.547635409625082,2.537906902853142,3.57
Cotton,Central,Sandy,958.9479899911593,28.552796419323485,82.74200122536655,72.72632102425435,34.80817621155077,47.46880872979005,5.4841538405898556,3.077291632623184,2.74
Maize,South,Laterite,1295.0765721844577,20.604571770993612,60.34847068912392,60.682393472615246,29.442087495874574,3.3355747936887283,7.228327011299332,2.6569227340411907,4.75
Sugarcane,South,Alluvial,1031.9989309975358,28.046158639528716,50.82968516292386,71.39894573244727,58.82757788005734,41.68548215914988,5.52016810776535,0.8285342838221332,120.0
Soybean,East,Sandy,655.5431925942278,22.511867291113692,67.84590878497629,59.79015639990406,24.735994952573453,45.40876403229095,5.486196967195499,2.433523919261467,2.44
Maize,North,Red,1241.6373590712674,28.562187311581077,75.32754646518708,134.49608919695206,43.512012540512224,47.10190717417977,6.413553292828556,1.2810116274268641,6.16
Maize,Central,Sandy,1193.5383516381523,37.79255983456685,76.65787868264327,79.61828739735996,41.83055392030279,57.74598068023778,4.63729534065782,0.33021429931261115,4.41
Rice,East,Laterite,1032.1307355293843,26.39568265563035,67.91810685390173,100.62075245941419,21.544902262121465,43.40771961946892,6.2193738966739485,0.44861289067067484,4.79
Maize,West,Black,1284.473939091346,21.606832312207374,96.05417044385793,92.8834048166532,52.383334090351426,52.07064507703611,6.706778740684584,0.1,3.2
Cotton,West,Red,1334.6821033730175,28.185418600140558,84.03323971276939,96.43335892635545,70.31568079861773,28.5882794869459,6.796787738527576,0.8068454935414433,2.37
Soybean,East,Laterite,886.7678529142662,29.371050562411522,46.65820827994135,57.983849047975085,64.29539616921095,13.528629001674297,5.670074033104569,2.603829185039785,2.7
Maize,Central,Red,729.9516299470592,22.315385082565193,42.987935190461236,113.43183972382657,45.95707624979757,26.144462668804366,7.4663312535266755,6.950653717586664,4.13
Rice,East,Sandy,996.4370740896252,18.4075998691471,48.0450845142125,77.79198407638017,36.579854566907855,28.861295673232913,7.3170005147139,0.2867206672364137,3.95
Cotton,Central,Alluvial,1160.983517630749,22.330703162356336,82.52542233937227,117.5100288704214,52.24432431928187,26.16299227627041,5.117898277925123,0.8716863828766115,2.5
Wheat,South,Laterite,968.3935183889919,26.75824158261331,39.36112713635383,90.6417150299021,54.520516203010715,21.645533002706227,7.07153259672458,0.4005601497619877,4.61
Soybean,East,Black,703.4729251732908,24.723432281853963,71.86339561270366,123.84950312699081,41.364523633384266,25.636767864678973,6.62126947546306,2.861639505065714,2.66
Maize,Central,Sandy,1048.8015917562157,32.3874697517791,62.44996562669536,95.00794259640196,4.15408953496015,33.39188369173796,6.907947199683251,5.041079192333441,3.66
Rice,East,Laterite,389.9497990028484,29.58556536842741,46.32811331973993,75.35971598410963,16.6556113119608,24.695569192915684,6.007006584912052,0.24207981436971912,3.82
Wheat,East,Black,902.6616783371398,27.50992844481378,68.73266325028287,115.14061360053219,46.89494719955908,78.50995841939914,5.465652023957818,4.678219036630662,5.55
Wheat,Central,Laterite,1255.3497698470492,18.275203903614557,62.35334013000027,83.45775746310701,44.87038861976085,19.00375447968111,6.381031207623368,0.6335159390247326,3.59
Sugarcane,Central,Sandy,1271.6315102364329,30.152012029279327,77.10404264097448,93.4520942949882,33.07092783674917,46.598917146767064,6.8025934861275035,0.5047932129205842,94.28
Cotton,North,Laterite,100.0,36.895886338545345,40.59521668807953,82.23130830542947,44.11840118733959,31.88754835774892,6.817243518136631,0.11660274097929342,1.83
Maize,East,Red,942.224768664042,31.31153192207264,51.59657772280613,66.47659483344859,18.03439035616071,48.05236518481196,6.77403359573368,0.16778147256210213,3.24
Rice,West,Sandy,1179.7827385663775,23.711526689690977,51.896936756242745,76.01443246379347,37.313385436282935,36.36885052856561,5.639662101253508,0.14347490291897239,4.45
Sugarcane,East,Laterite,647.1753782703056,26.318238201670137,74.92468703772134,97.79126776090048,34.960239631801926,52.761012845497945,7.596470574703879,1.1826698587569824,71.67
Cotton,East,Alluvial,888.4135975281015,29.29540029251185,61.43548737398388,104.30415273757993,10.539118500001518,34.00603425272322,7.454193971861781,2.1496580610329823,2.46
Sugarcane,Central,Laterite,1362.3150267728518,33.93330601321971,82.71196777931483,29.50910823607856,41.30926124772998,41.30972702807398,6.697311238786167,0.40771333855099584,62.98
Soybean,East,Red,854.750975026677,23.471244325774087,59.01808546369976,88.00786514995202,17.118158871876425,6.886832131681281,5.737568369899021,0.4908776378150119,2.87
Cotton,East,Black,1479.5925006715918,24.672429275499283,68.30975914635272,78.05248049293813,53.13779034231733,19.37890435586852,6.710041584717452,0.37965174952905834,2.45
Cotton,West,Black,777.6442850649953,26.784167230253754,87.26360261080387,45.74637671492336,45.02090388862429,16.686652851607157,6.157731899667942,3.28555888816143,2.37
Maize,Central,Black,1422.9640514854095,26.346586442039055,38.40602355361658,101.43777794137729,29.977141830840036,62.74607193333193,6.218188893222201,0.29509811533406244,4.47
Cotton,East,Alluvial,1010.0690664613649,30.961797853205816,65.43497246770865,125.16605624515299,24.733603776440162,53.98071311566433,7.036450411633249,0.15247765136503466,2.96
Sugarcane,South,Red,736.5018138399208,28.311488433351823,64.52639206014749,117.04180568494479,19.12346250558796,42.9230047839325,6.164714002352203,0.1,78.55
Cotton,North,Sandy,1423.9642248757916,20.01411621398735,53.182351991177455,21.667797410708197,32.86063994995534,55.682201419552214,7.631289692581135,0.1,2.32
Maize,West,Black,638.0575139255347,23.716089825955617,62.542061323841736,88.11323883242174,51.58845431854866,24.792816835086207,7.004413528377486,1.582282332547712,3.76
Maize,East,Red,761.2083267822012,23.86001363527949,69.6826980782059,63.75840688020576,34.92267293940447,62.313178394304394,7.306275759727661,0.19739934816660232,4.26
Soybean,South,Laterite,1146.9758221868437,15.925416477551376,53.80636986821841,68.79424755914661,37.41907890651311,41.45420412115345,5.782812629227761,0.5031544837344497,2.65
Sugarcane,East,Alluvial,1024.2452183507849,31.64818336359178,65.83111518993556,73.69549560657842,23.421092002859602,36.425248064382764,6.006227941925357,3.5756567550281657,63.76
Wheat,East,Red,1082.1891268758634,27.662125213363684,49.70397288114978,24.433976720018173,32.42386960239328,55.22227850333232,5.505053011118693,6.890793397354171,3.75
Wheat,Central,Red,889.5045030531278,24.296603286110113,61.93535724020865,28.544586867171546,36.613010042815844,54.32884901382839,7.556202222808886,3.9445192930873603,3.8
Cotton,Central,Sandy,640.1819465907504,31.513050789675944,78.93052207899437,82.12988536005139,41.86166428118907,18.70890512082516,8.803506920001096,6.417979921706475,2.58
Soybean,Central,Red,804.3232710846115,28.506647015867504,79.63238543570516,86.1925570956276,37.36071581095732,52.926931927495005,6.916376464714585,2.220062568709511,3.42
Rice,South,Sandy,1396.1197844340013,20.56939419019214,82.591514171408,75.11565685499637,46.73128561874202,37.40678247769609,6.707244819766229,8.719187671576657,3.81
Cotton,East,Alluvial,598.9057311854273,30.047962281032113,63.47539216337718,48.7819477690572,49.82427305293316,44.160405823286645,6.1184050968876305,1.3717228833292723,2.72
Soybean,North,Alluvial,1493.3402300049836,33.86481506961589,60.09914927422116,69.89841676792736,62.92695075292876,33.821675815600685,7.793437608047293,3.166451692968789,2.42
Sugarcane,West,Laterite,1094.7576959675628,26.30051622491274,76.06936371757018,116.13600295885098,43.298629652948954,23.542368427194862,6.464173255270418,7.127158712663383,82.94
Sugarcane,Central,Sandy,820.958528244071,26.66475403582801,82.50319086493538,70.93093571139863,46.312377237457135,19.703101203657145,5.981797072934765,2.47086657792847,88.67
Sugarcane,Central,Sandy,399.3841046567925,27.53880087056326,66.25160015137716,67.4300975155808,32.16061647952211,30.700467245340477,5.31888616557578,6.280128577730527,83.0
Sugarcane,East,Black,438.794324764572,20.91052861691869,87.68247027881648,110.9217295402532,63.08038180545268,46.53830281389058,5.66419097443057,0.5851067618637337,86.59
